,Item Description,Category
2345,Cedar Ridge Wheat Whiskey,1011100.0
2347,Maker's 46,1011200.0
2353,Evan Williams Vintage,1011300.0
2354,Russell's Reserve Single Barrel Bourbon,1011300.0
2363,Talisker 10YR,1012300.0
2369,Piehole Pecan Pie,1081600.0
2370,Johnnie Walker Green,1012200.0
2374,Cedar Ridge Apple Brandy,1051100.0
2378,Canadian Mist Whiskey Pet,1012100.0
2380,Passport Scotch,1012200.0
2383,Lauder's Scotch Traveler,1012200.0
2385,1800 Reposado Tequila,1022200.0
2387,Bombay Sapphire East,1042100.0
2389,Captain Morgan 1671,1062400.0
2393,Broker's London Dry Gin,1042100.0
2400,Cruzan Coconut Rum,1062500.0
2403,Paramount White Rum Traveler,1062200.0
2408,Aperol,1082000.0
2409,Fernet Branca Liqueur,1082000.0
2411,"""Rumchata """"GoChatas""""""",1081200.0
2412,Goldschlager Cinnamon Schnapps,1082200.0
2419,Margaritaville Skinny Margarita,1070000.0
2420,Tippy Cow Shamrock Mint,1081200.0
2421,Sweet Revenge,1081600.0
2425,Chi-Chi's Pina Colada W/rum,1070000.0
2472,Effen Cucumber,1032200.0
2481,Metaxa Ouzo,1082000.0
2493,Three Olives Pomegranate Vodka,1032200.0
2494,Bushmills Irish Whiskey,1012400.0
2495,Hudson Baby Bourbon,1011700.0
2519,Slow and Low,1081600.0
2527,Takovo Sljivovica Plum Brandy,1052100.0
2543,Five O'clock Gin,1041100.0
2554,Remy Martin V,1052100.0
2580,Paul Masson Red Berry Grande Amber,1051100.0
2591,Goldschlager Cinnamon Schnapps Mini,1082200.0
2594,Paul Masson Peach Grande Amber Brandy Mini,1051100.0
2595,Jagermeister Liqueur Mini,1082000.0
2623,Jose Cuervo Authentic Lime Margarita 4pk Cans,1070000.0
2624,Jose Cuervo Authentic Strawberry Lime Margarita 4pk Cans,1070000.0
2676,Famous Grouse Scotch,1012200.0
2691,Wild Turkey 81,1011200.0
2701,Bird Dog Peach Flavored Whiskey,1011100.0
2704,Bulldog Gin,1042100.0
2705,Gordon's Gin London Dry - Pet,1041100.0
2715,Pinnacle Whipped,1032200.0
2719,Fleischmann's Royal Vodka,1031000.0
2720,Gordon's Vodka 80 Prf,1031000.0
2728,Smirnoff Silver Vodka 90 Prf,1031000.0
2741,Don Q Cristal Rum,1062200.0
2742,Cruzan 151,1062300.0
2766,Midori Melon Liqueur,1082000.0
2767,Kahlua French Vanilla Liqueur,1081100.0
2787,El Mayor Blanco,1022200.0
2791,El Jimador Reposado Tequila,1022200.0
2832,Glenmorangie 10 Yr Single Malt Scotch,1012300.0
2846,Rich & Rare Apple Mini,1012100.0
2847,Pendleton 1910,1012100.0
2853,Ezra Brooks Ky Sour Mash Bourbon,1011200.0
2857,Calvert Extra Bl Whiskey,1011100.0
2862,Cody Road Bourbon,1011200.0
2863,Bird Dog Strawberry Mini,1011100.0
2877,Skyy Infusions Wild Strawberry,1031200.0
2888,Cruzan Vanilla Rum,1062500.0
2891,Paradise Island Bay,1062200.0
2894,E & J XO,1051100.0
2897,Absente,1082000.0
2898,Caravella Limoncello,1082000.0
2905,Chila Coffee Liqueur,1081100.0
2906,Howdys Apple Pie,1081000.0
2914,Cherry Bomb Whiskey,1091000.0
2937,Remy Martin VSOP,1052100.0
2942,Captain Morgan Parrot Bay Passion Fruit,1062500.0
2952,Arrow Apricot Flav Brandy,1051100.0
2953,Skinnygirl White Cranberry Cosmo,1070000.0
2965,Jim Beam Maple,1011200.0
2967,"Mccormick Blend Whiskey, Pet",1011100.0
2997,Midnight Moon Original,1091200.0
3012,Jack Daniel's Tennessee Honey Mini,1011400.0
3032,Burnett's Blue Raspberry Vodka,1031200.0
3035,Burnett's Mango Pineapple,1031200.0
3036,Burnett's Pineapple,1031200.0
3043,La Prima Tequila/gold,1022100.0
3050,Phillips Gin,1041100.0
3061,Barton Long Island Iced Tea,1070000.0
3068,Smirnoff Passion Fruit,1031200.0
3076,Cold Spell Mint Mini,1081600.0
3086,Hornitos Reposado,1022200.0
3087,Fleischmann's Preferred Bl Whiskey,1011100.0
3093,Captain Morgan Lime Bite,1062500.0
3101,Svedka 100 Prf,1032000.0
3114,Seagrams Extra Smooth,1031000.0
3126,Salignac VS,1052100.0
3127,Bacardi 8 Rum,1062300.0
3128,Zaya Guatemalan Rum,1062100.0
3204,J & B Rare Scotch,1012200.0
3221,Jose Cuervo Pink Lemonade,1070000.0
3228,Knob Creek,1011200.0
3260,Templeton 6YR Rye,1011800.0
3280,Arrow Creme De Menthe Green,1081000.0
3281,Ryan's Cream Liqueur,1081200.0
3290,St. Remy Vsop Napoleon Brandy,1052100.0
3305,Cruzan Raspberry Rum,1062500.0
3306,Cruzan Strawberry Rum,1062500.0
3308,Paradise Distilling Raspberry Bay Liqueur,1062500.0
3329,Rich & Rare Canadian Whisky,1012100.0
3340,Seagrams Extra Dry Gin Pet,1041100.0
3344,Salvador's Margarita 4pak,1070000.0
3350,Tanqueray Sterling Vodka,1032000.0
3357,Kinky Vodka,1031000.0
3372,Smirnoff Pomegranate,1031000.0
3376,McCormick's Irish Cream,1081200.0
3384,Pinnacle Cucumber,1032200.0
3385,Pinnacle Peach,1032200.0
3409,Travis Hasse's Cow Pie,1081000.0
3410,Travis Hasse's Apple Pie,1081000.0
3411,Forbidden Secret White Chocolate,1081000.0
3412,Viniq,1081000.0
3413,Dekuyper Ragin' Root Beer Schnapps,1081400.0
3414,Dekuyper Island Punch Pucker,1081400.0
3417,Malibu Island Melon,1062500.0
3420,Glenlivet 18yr,1012300.0
3422,Laphroaig 10 Yr Single Malt Scotch,1012300.0
3425,Peligroso Silver,1022200.0
3427,River Rose Gin,1041100.0
3431,360 Vodka,1031000.0
3432,Phillips Lime Flavored Vodka,1031200.0
3434,Revel Stoke Rootbeer Mini,1012100.0
3436,Deep Eddy Peach Mini,1031000.0
3438,Olmeca Altos Plata Mini,1022100.0
3439,Member's Mark Spiced Rum,1901200.0
3481,Absolut Mango Vodka,1032200.0
3492,Captain Morgan White PET,1062200.0
3493,Captain Morgan Coconut,1062500.0
3496,Green Spot,1012400.0
3497,Paradise Distilling Coconut Bay Liqueur,1062500.0
3505,Glenmorangie Lasanta,1012300.0
3506,Crown Royal Northern Harvest Rye,1012100.0
3534,Jim Beam Kentucky Fire Mini,1011100.0
3553,Rain Cucumber,1031000.0
3567,E & J Vs Brandy Round,1051100.0
3569,Paul Masson Vsop Grande Amber Brandy,1051100.0
3573,Chi-Chi's Skinny Margarita,1070000.0
3577,Romana Black Sambuca,1082000.0
3643,Blaum Bros. Vodka,1031000.0
3670,Kringle Cream,1081200.0
3749,Absolut Peppar,1032200.0
3751,Arrow Creme de Almond,1081300.0
3753,Macallan 12 Yr Single Malt Scotch,1012300.0
3756,Glenmorangie Nectar D'or,1012300.0
3758,Grey Goose Le Melon,1032200.0
3760,Pearl Peach,1031200.0
3761,Johnnie Walker Blue,1012200.0
3771,Deep Eddy Cranberry Mini,1031200.0
3784,Seagrams Peach Twisted Gin,1041200.0
3856,Lagavulin 16yr Single Malt Scotch,1012300.0
3876,1800 Coconut,1022200.0
3878,Don Julio 1942,1022200.0
3880,Don Julio Blanco Tequila,1022200.0
3887,Montezuma Blue,1092000.0
3889,Hiram Walker Orange Curacao,1081400.0
3893,Avion Silver,1022200.0
3919,Skyy Infusions Citrus,1031200.0
3924,Smirnoff Orange,1031200.0
3927,Three Olives Berry Vodka,1032200.0
3989,Desert Island Long Island Ice Tea Cocktail,1070000.0
4001,Leblon Cachaca,1092000.0
4002,Maui Blue Hawaiian Schnapps,1081400.0
4010,Smirnoff Lime,1031200.0
4042,Ciroc Apple Mini,1032200.0
4081,Kessler Blend Whiskey Traveler,1011100.0
4111,Ice Box Mudslide,1070000.0
4133,Jim Beam Black,1011200.0
4142,3-Oaks Distillery Whiskey,1011100.0
4148,Blaum Bros. Gin,1041100.0
4150,Fleischmann's Dry Gin,1041100.0
4164,Skyy Infusions Tropical Mango,1031200.0
4172,Malibu Mango Rum,1062500.0
4187,Skinnygirl White Peach Margarita,1070000.0
4210,Dekuyper Sour Apple Pucker Traveler,1081400.0
4221,La Prima Tequila/white,1022100.0
4236,Bulleit,1011200.0
4255,Dekuyper Hot Damn! Pet,1081400.0
4264,Tortilla Triple Sec,1081500.0
4278,Phillips Root Beer Schnapps,1081400.0
4280,Arrow Raspberry Schnapps,1081400.0
4294,Yukon Jack Jacapple,1011100.0
4349,Mr. Boston Apricot Brandy,1051100.0
4354,Bacardi Raspberry,1062500.0
4355,Bacardi Torched Cherry,1062500.0
4383,Cedar Ridge Dark Rum,1062300.0
4435,Jack Daniels Single Barrel,1011400.0
4436,Dekuyper Blackberry Brandy,1051100.0
4443,Ice Hole Plum Schnapps,1081400.0
4558,Serpent's Bite Apple Cider,1081600.0
4565,Stock 84 Brandy,1052100.0
4576,Glen Moray,1012200.0
4578,Grant's Blended Scotch,1012200.0
4607,Emmets Irish Cream Liqueur,1081200.0
4608,Ricura,1081200.0
4623,E&J Peach Brandy,1051100.0
4641,Monkey Shoulder,1012200.0
4717,Chambord Liqueur Minis,1901200.0
4724,Svedka Traveler,1032000.0
4728,Cedar Ridge Lost Pirate Port Finish Rum,1062300.0
4753,Paramount Strawberry Schnapps,1081400.0
4756,Three Rangers Whiskey,1011600.0
4759,Ron Zacapa 23 Year,1062300.0
4761,Mt. Gay Black Barrel,1062100.0
4766,Powers Irish Whiskey,1012400.0
4774,Smirnoff Blueberry,1031200.0
4780,Deep Eddy Peach,1031000.0
4786,99 Peppermint Mini,1081400.0
4881,UV Ruby Red Grapefruit Mini,1031200.0
4888,Rebel Yell Ginger Whiskey Mini,1081600.0
4893,Cazadores Anejo,1022200.0
4894,Casamigos Reposado,1022200.0
4904,Russian Standard Platinum Vodka,1032100.0
4918,Galliano Liqueur,1082000.0
4920,Berentzen Apple,1082000.0
4935,Bacardi Classic Cocktails Mojito,1070000.0
4939,Avion Reposado,1022200.0
4940,Avion Anejo,1022200.0
4950,Stolichnaya Elit Vodka,1032000.0
4958,UV Chocolate Cake,1031200.0
4966,The Macallan Double Cask 12YR,1012300.0
4991,Maker's Mark Replica,1011200.0
4994,Michter's US*1 Small Batch Bourbon Whiskey,1011200.0
5009,Stranahan's Colorado Whiskey,1011200.0
5010,Knob Creek Smoked Maple,1011200.0
5036,Opulent Vodka,1031000.0
5045,Deep Eddy Lemon,1031200.0
5046,Prairie Organic Cucumber,1031200.0
5053,Blue Chair Bay Banana,1062500.0
5054,Blue Chair Bay Coconut Spiced,1062500.0
5066,Bacardi Gran Reserva Maestro,1062100.0
5084,Captain Morgan Long Island Iced Tea,1070000.0
5124,Pearl Vanilla Bean,1031200.0
5139,Firefly Apple Pie Moonshine,1091300.0
5140,Forty Creek,1012100.0
5145,Casamigos Blanco,1022200.0
5268,Pinnacle Tropical Punch,1032200.0
5270,Ole Smoky Cherry Moonshine,1091300.0
5305,Effen Vodka,1032000.0
5312,Skyy Infusions Honeycrisp Apple,1031200.0
5351,Trader Vics Private Selection Spiced Rum,1062400.0
5365,Paramount Peach Flavored Brandy,1051100.0
5370,Southern Comfort Cherry,1081600.0
5384,The Quiet Man,1012400.0
5393,Evan Williams Green Label,1011200.0
5401,Firewater Cinnamon Schnapps,1081400.0
5508,Sauza Blue Silver,1022200.0
5527,Glenlivet 15 Year French Oak,1012300.0
5585,Tooters Apple-Tini Mini,1070000.0
5661,Paul Masson Vs Brandy Mini,1051100.0
5697,Grey Goose Cherry Noir,1032200.0
5727,Svedka Raspberry Vodka,1032200.0
5729,Cazadores Reposado,1022200.0
5738,Canadian Mist Canadian Why Pet,1012100.0
5744,Smirnoff Grape,1031200.0
5747,Grey Goose Vodka L'orange,1032200.0
5748,Dekuyper Blustery Peppermint Burst Schnapps,1081400.0
5872,Remy Martin Xo Excellence,1052100.0
5957,Jim Beam Black w/2 Glasses,1701200.0
5970,Stoli Variety Mini Bar,1701100.0
6103,Five O'clock,1062200.0
6108,Canadian Reserve Whisky,1012100.0
6111,Bourbon Supreme Bourbon,1011200.0
6182,Dewar's White Label Scratched Cask,1011100.0
6199,Lord Calvert Canadian Whisky,1012100.0
6238,Dekuyper Rootbeer,1081400.0
6276,Cody Road Rye,1011600.0
6291,Wiser's 18 Year Old,1901200.0
6337,Don Julio Blanco,1022200.0
6347,Arrow Creme de Cacao White,1081000.0
6357,Dehner Distillery 151,1091200.0
6361,Dekuyper Hot Damn! 100 Proof,1081400.0
6461,Cutty Sark Scotch,1012200.0
6578,Dekuyper Peachtree Schnapps Traveler,1081400.0
6667,Bulleit Bourbon 10YR,1011200.0
6682,Bird Dog Apple Flavored Whiskey Mini,1011100.0
6691,Stolichnaya Russian Vodka 80 Prf,1032000.0
6710,New Amsterdam Coconut,1031200.0
6753,Dr. McGillicuddy's Peach Mini,1082200.0
6766,Ice Hole Mint Schnapps,1081400.0
6773,Casa Noble Reposado,1022200.0
6778,Sauza Cien Anos Reposado,1022200.0
6850,Herradura Anejo,1022200.0
6865,Tres Generaciones Anejo,1022200.0
6866,Presidente Grape Brandy (pedro Domecq),1052100.0
6872,Cabrito Reposado,1022200.0
6903,Calico Jack Cherry,1062500.0
6904,Captain Morgan Parrot Bay Orange,1062500.0
6914,Tippy Cow Vanilla Soft Serve,1081200.0
6942,Olmeca Reposado,1022200.0
6943,Olmeca Plata,1022200.0
6965,Kinky Gold,1081000.0
7059,Canadian Club Small Batch Classic,1012100.0
7101,Early Times 36 Mo Ky Str Bourbon Pet,1011200.0
7136,Tippy Cow Chocolate,1081200.0
7139,Bella Limoncello,1081000.0
7142,Caffe Lolita Coffee Liqueur,1081100.0
7165,Windsor Canadian Traveler,1012100.0
7316,Dr. Apple Whiskey Mini,1081600.0
7323,Smirnoff Peppermint Twist Mini,1701100.0
7325,Balvenie 17YR Doublewood,1012300.0
7329,Glenmorangie Quinta Ruban,1012300.0
7332,Laphroaig Select,1012300.0
7335,Mcclelland Highland,1012300.0
7352,Windsor Canadian,1012100.0
7357,2 Gingers,1012400.0
7363,Evan Williams Traveler,1011200.0
7368,Jefferson's Very Small Batch,1011200.0
7370,Knob Creek Single Barrel Reserve,1011300.0
7372,Benchmark Old No. 8,1011200.0
7390,Hudson Manhattan Rye,1011600.0
7397,Pinnacle Gin,1042100.0
7421,Pinnacle Cake Vodka,1032200.0
7432,Rain Vodka,1031000.0
7445,UV Sangria,1031200.0
7447,Deep Eddy Cranberry,1031200.0
7464,UV Ruby Red Grapefruit,1031200.0
7478,Captain Morgan Parrot Bay Mango,1062500.0
7507,Jose Cuervo Mango Margarita,1070000.0
7527,Tim Smith's Climax Fire #32,1091100.0
7530,Gas Monkey Cinnamon Tequila,1022100.0
7534,Pearl Strawberry Basil,1031200.0
7536,Smirnoff Sorbet Light Mango Passion Fruit,1031200.0
7555,Dekuyper Mixed Berry Medley,1081400.0
7561,Southern Comfort Caramel,1081600.0
7569,Milagro Silver Tequila,1022200.0
7572,Hornitos Lime Shot,1022200.0
7576,El Mayor Reposado,1022200.0
7583,Milagro Reposado Tequila,1022200.0
7585,Sauza Gold,1022100.0
7659,Jose Cuervo Especial Silver Tequila,1022200.0
7674,Lunazul Reposado,1022200.0
7677,Monte Alban Mezcal,1022300.0
7691,Paul Masson Grande Amber Brandy VS,1051100.0
7704,Courvoisier Vs Cognac Mini,1052100.0
7705,Grey Goose VX,1032000.0
7768,Bacardi Gold Rum Pet,1062100.0
7796,Paul Masson Pineapple Grande Amber Brandy,1051100.0
7828,Buchanan Special Reserve 18YR,1012200.0
7855,Barton Vodka Mini,1031000.0
7868,Paul Masson Apple Grande Amber Brandy,1051100.0
7919,Smirnoff Pineapple,1031200.0
7930,Smirnofff Sourced Ruby Red Grapefruit,1031200.0
7998,Dubliner Irish Whiskey,1012400.0
7999,Exotico Blanco 100% Agave Tequila,1022200.0
8000,Rebel Yell Ginger Whiskey,1081600.0
8002,Maker's Mark Cask Strength,1011200.0
8079,La Prima Triple Sec,1081500.0
8081,Tanqueray No. Ten,1042100.0
8088,Ciroc Coconut,1032200.0
8093,Malfy Gin,1042100.0
8097,Opihr Gin,1042100.0
8102,El Mayor Anejo Tequila,1022200.0
8111,High West,1011200.0
8117,Johnnie Walker Double Black,1012200.0
8118,Balvenie Caribbean Cask 14yr,1012300.0
8119,Balvenie 21YR,1012200.0
8120,Ardbeg Corryvreckan,1012300.0
8122,Dewars 12yr,1012200.0
8127,Teeling Small Batch Irish Whiskey,1012400.0
8221,Dr. Honey Whiskey Mini,1081600.0
8239,Captain Morgan Grapefruit,1062500.0
8247,Jim Beam Single Barrel,1011300.0
8258,Dr. Blackberry Whiskey,1081600.0
8266,Cedar Ridge Brandy,1051100.0
8298,Juggs Blueberry Bazoombas,1081000.0
8306,Bacardi Classic Cocktails Strawberry Daiquiri,1070000.0
8378,Herradura Gold Reposado 6pak,1022200.0
8382,Macallan Fine Oak 10 Year,1012300.0
8393,Hell Cat Maggie,1012400.0
8397,Bib & Tucker Small Batch Bourbon Aged 6YR,1011200.0
8414,High West Double Rye,1011600.0
8421,Plymouth Gin,1042100.0
8432,Belvedere Pink Grapefruit,1032200.0
8436,Svedka Clementine Vodka,1032200.0
8439,Russian Standard,1032000.0
8446,Mr. Boston Riva,1031100.0
8479,Cruzan Light Rum,1062200.0
8489,Ancho Reyes,1082000.0
8507,Solerno Blood Orange Liqueur,1082000.0
8520,Dekuyper 03,1081000.0
8556,Casa Noble Crystal,1022200.0
8564,1800 Reposado,1022200.0
8588,Calvert Gin,1041100.0
8656,Phillips Hot 100 Cinnamon Schnapps,1081400.0
8688,360 Double Chocolate Vodka,1031200.0
8691,Prairie Organic Vodka,1031000.0
8693,UV Sriracha,1031200.0
8716,Canadian Club Reserve Triple Aged,1012100.0
8732,Knob Creek Rye,1011600.0
8745,Iowa Legendary Rye Unaged,1011200.0
8749,Bailey's Salted Caramel,1081200.0
8755,Ingenioz,1031000.0
8767,Ketel One Citroen,1032200.0
8820,Kessler Blend Whiskey Mini,1011100.0
8846,Dr. McGillicuddy's Apple Pie Mini,1082200.0
9003,Dekuyper Sour Apple Pucker Pet,1081400.0
9027,Burnett's Strawberry Banana,1031200.0
9033,Blue Chair Bay White,1062200.0
9116,Crown Royal w/Alternate Bag,1701100.0
9137,Havana Club Anejo Clasico Mini,1062100.0
9138,Havana Club Anejo Blanco Mini,1062200.0
9148,Skyy Infusions Bartlett Pear,1031200.0
9151,Tippy Cow 50ml Sampler,1081000.0
9302,Usher's Green Stripe,1012200.0
9315,Rebel Yell Kentucky Straight Bourbon Mini,1011200.0
9324,Dr. Blackberry Whiskey Mini,1081600.0
9350,Captain Morgan Pineapple Mini,1062500.0
9365,Bailey's Chocolate Cherry,1081200.0
9374,Forbidden Secret Dark Mocha,1081000.0
9493,DeLeon Platinum,1022200.0
9495,Belvedere Intense Unfiltered,1032000.0
9504,Christian Bros Grand Reserve Vsop,1051100.0
9512,Bailey's Vanilla Cinnamon,1081200.0
9528,Jesse James Bourbon,1011200.0
9544,Havana Club Anejo Blanco,1062200.0
9552,Buchanan Deluxe 12YO,1012200.0
9661,Dr. Honey Whiskey,1081600.0
9662,Dr. Apple Whiskey,1081600.0
9675,"Ice 101, Peppermint Schnapps",1081400.0
9719,Chi-Chi's Chocolate Malt,1070000.0
9720,Chi-Chi's Ruby Red Margarita,1070000.0
9725,Jose Cuervo Golden Strawberry Margarita,1070000.0
9726,Jose Cuervo Golden Grapefruit Margarita,1070000.0
9746,Old Grand-Dad 100 Prf Bond Bourbon 4 Yr,1011500.0
9770,Evan Williams Fire,1091000.0
9774,Mccormick Blend Whiskey,1011100.0
9783,Glenfiddich 14YR,1012200.0
9809,Montezuma White Tequila,1022100.0
9815,Hornitos Black Barrel,1022200.0
9857,Calico Jack,1062500.0
9877,Pearl Blueberry Vodka,1031200.0
9886,Svedka Grapefruit Jalapeno,1032200.0
9900,Dueces Wild Vodka,1031000.0
9926,Windsor Canadian Supreme Whisky,1012100.0
10090,Jack Daniel's 4YR Rye Single Barrel,1011400.0
10096,Revel Stoke Roasted Pineapple,1012100.0
10105,Finlandia Vodka 80 Proof,1901200.0
10144,Cinnabon Cinnamon,1081200.0
10146,Dr. Peach Whiskey,1081600.0
10178,Hussong's Platinum Anejo,1022200.0
10190,Grand Marnier Raspberry Peach,1082000.0
10227,Casamigos Anejo,1022200.0
10229,Johnnie Walker Platinum,1012200.0
10326,Baileys Pumpkin Spice Irish Cream,1701100.0
10332,Rondiaz Mini,1062400.0
10510,Mcmaster's Canadian,1012100.0
10527,McCormick Gin Pet,1041100.0
10567,Captain Morgan Parrot Bay Key Lime,1062500.0
10568,Captain Morgan Parrot Bay Strawberry,1062500.0
10579,Bacardi Party Drinks Rum Island Iced Tea,1070000.0
10593,Dr. Mcgillicuddy's Root Beer Schnapps,1082200.0
10595,Phillips Long Island Iced Tea,1071100.0
10640,Canadian Woods Canadian Why,1012100.0
10783,Godiva Liqueur,1081200.0
10806,Cedar Ridge Pear Brandy,1051100.0
10861,Pinnacle Raspberry,1032200.0
10909,Canadian Club Rye,1012100.0
10935,Effen Blood Orange,1032200.0
10936,Reyka,1032000.0
10962,Deep Eddy Sweet Tea,1031200.0
11073,Rebel Yell American Whiskey,1011200.0
11242,River Pilot Vodka,1031000.0
11337,Cruzan Blueberry Lemonade,1062500.0
11352,Aberlour 12 Year Single Malt Scotch,1012300.0
11358,Southern Comfort Lime,1081600.0
11361,Ridgemont Reserve 1792,1011200.0
11620,Admiral Nelson Black Patch,1062300.0
11651,Evan Williams Bottled in Bond,1011500.0
11753,Dekuyper Buttershots Schnapps Traveler,1081400.0
11777,Carolan's Irish Cream,1901200.0
11830,1800 Ultimate Raspberry,1070000.0
11896,Jameson Gold,1012400.0
11925,Absolut Berri Acai,1032200.0
12303,Kapali Coffee Liqueur,1081100.0
12437,Ardbeg 10 Yr Islay Single Malt Scotch,1012300.0
12668,Brown Jug Bourbon Cream,1081200.0
12669,Mc Guires Original Cream Liqueur,1081200.0
12722,Canadian Club Whisky Pet,1012100.0
12758,E.H. Taylor Jr. Small Batch,1011200.0
12786,Bird Dog Ruby Red Grapefruit Mini,1011100.0
12817,Three Olives Apple Pear,1032200.0
12980,Herradura Silver,1022200.0
13019,Two Jay's Iowa Corn Whiskey,1011100.0
13086,Fernet Gancia Liqueur,1082000.0
13089,Stock Limonce,1082000.0
13139,Mezcal Sacrificio Reposado,1022300.0
13422,Burnett's Fruit Punch,1031200.0
13425,Burnett's Watermelon,1031200.0
13631,Admiral Nelson Black Patch Mini,1062300.0
13704,Sauza 901 Silver,1022100.0
13762,Iowa Coffee Company Liqueur,1081100.0
13767,Effen Green Apple,1032200.0
13796,The Glenlivet,1012300.0
13973,Piehole Apple Pie Mini,1081600.0
14044,Frangelico w/2 Rocks Glasses,1701100.0
14071,360 Georgia Peach Vodka,1031200.0
14112,T1 Tequila Ultra Fino Blanco,1022200.0
14113,T1 Tequila Excepcional Reposado,1022200.0
14136,Lady Bligh,1081000.0
14285,Cody Road Single Barrel Rye,1011800.0
14291,Burnside Bourbon,1011200.0
14324,360 Huckleberry Vodka,1031200.0
14329,Deep Eddy 750ml Vodka w/3-50mls,1701100.0
14382,E & J VS,1051100.0
14383,Jim Beam White w/2 Glasses,1701100.0
14600,Ciroc Mango Mini,1032200.0
14644,Margaritaville Gold Tequila,1022200.0
14675,Yukon Jack Perma Frost Schnapps,1081400.0
14691,Malibu Red,1062500.0
14724,Outerspace Mini,1031000.0
14887,Smirnoff Ruby Red Grapefruit,1031200.0
15100,Glenmorangie Pioneer Pack,1012300.0
15122,Chambord Liqueur w/2 Glasses,1701100.0
15135,Skyy Infusions Pineapple,1031200.0
15136,Grand Marnier w/2 Shot Glasses,1701100.0
15140,Absolut w/Fever Tree Ginger Beer,1701100.0
15147,Bacardi Gold Rum PET,1062100.0
15243,Legacy Canadian Whisky,1012100.0
15279,Captain Morgan Private Stock Rum,1062400.0
15690,Ole Smoky Moonshine - Apple Pie 70,1091300.0
15693,Revel Stoke Rootbeer,1012100.0
15706,X Rated Fusion Liqueur,1082000.0
15755,Cinerator,1081600.0
16067,Three Olives Pink Grapefruit,1032200.0
16167,Jeremiah Weed Peach Sweet Tea,1031200.0
16324,Virginia Black Whiskey,1011100.0
16450,Pendleton Midnight,1012100.0
16457,Jefferson's Reserve,1011200.0
16588,Koval Millet,1011100.0
16700,Master's Gin,1042100.0
16754,Hot Lil' Hooch Cherry Cinnamon Whiskey,1081600.0
16763,Itty Bitty Juggs Sample Pack,1081000.0
17441,Revel Stoke Roasted Apple Mini,1012100.0
17442,Revel Stoke Pumpkin Mini,1701100.0
17659,Hiram Walker Cherry Brandy 3pak,1901200.0
17676,Indian Summer,1041200.0
17861,Margaritaville Classic Lime Margarita,1070000.0
18080,Hiram Walker Cherry Brandy,1901200.0
18120,Amarula Fruit Cream Liqueur,1901200.0
18356,Balblair 1999 15yr,1012300.0
18357,Henry Mckenna Single Barrel 10YR 100prf,1901200.0
18358,Stirrings Ginger Liqueur,1901200.0
18360,Green Mark Vodka,1032000.0
18362,Cody Road Single Barrel,1011300.0
