,Store Number,Store Location
65451,3540,"5225 Elmore Ave
Davenport 52807
(41.572878, -90.528568)"
65538,4748,"4011 E 53rd St
Davenport 52807
(41.574851, -90.514255)"
65953,4911,"500 Hwy 67 N
Princeton 52768
(41.677287, -90.340914)"
66006,5156,"210, Jones St
Le Claire 52753
(41.598593, -90.345923)"
66497,4353,"2905 Fourth Ave
Clear Lake 50248
(43.133722, -93.35318)"
66803,5283,"1303 4th St SW
Mason City 50401
(43.148339, -93.221539)"
67345,5282,"1224 Federal Ave N
Mason City 50401
(43.163367, -93.201061)"
67354,5212,"719, N Federal Ave
Mason City 50401
(43.158803, -93.201081)"
67438,4553,"702 E Gilman St
Sheffield 50475
(42.893235, -93.203207)"
67597,3624,"300 Iowa Speedway Dr
Newton 50208
(41.698396, -93.01446)"
67931,4364,"715 Lang Creek Ave
Grinnell 50112
(41.699737, -92.726349)"
68075,4365,"1002 West St
Grinnell 50112
(41.745106, -92.727375)"
68290,5290,"405 1st Ave E
Newton 50206
(41.699578, -93.049443)"
68340,4429,"1200 N Walnut St
Colfax 50054
(41.686943, -93.247205)"
68891,4734,"7000 Douglas Ave
Urbandale 50322
(41.629407, -93.712816)"
69220,5307,"6005, Merle Hay Road
Johnston 50131
(41.670127, -93.697658)"
69251,4406,"1910 SW White Birch Circle
Ankeny 50023
(41.701905, -93.626571)"
69508,5117,"613, N 3rd Ave
Marshalltown 50158
(42.057471, -92.9081)"
69527,4205,"102 West Anson St
Marshalltown 50158
(42.038157, -92.914433)"
69551,2592,"1712 S Center St
Marshalltown 50158
(42.027531, -92.912505)"
69674,4665,"2601 SE Creekview Dr
Ankeny 50021
(41.703903, -93.571441)"
70469,4696,"1451 22nd St
West Des Moines 50266
(41.59527, -93.735967)"
70481,4519,"1850 22nd St
West Des Moines 50266
(41.59992, -93.736188)"
70577,5255,"4100 University Ave
West Des Moines 50266
(41.600394, -93.759747)"
70586,4379,"5969 Ashworth Rd
West Des Moines 50266
(41.584385, -93.790022)"
70704,4518,"6630 Mills Civic Parkway
West Des Moines 50266
(41.561793, -93.799255)"
70712,3806,"5405 Mills Civic Pkwy
West Des Moines 50266
(41.559272, -93.779823)"
70746,5340,"5901 Mills Civic Pkwy #2000
West Des Moines 50266
(41.55915, -93.791206)"
70755,4371,"745 S 51st St
West Des Moines 50265
(41.55871, -93.77275)"
70962,4719,"4900 Mills Civic Pkwy
West Des Moines 50265
(41.559128, -93.770018)"
71108,4715,"1999 Grand Ave
West Des Moines 50265
(41.57132, -93.731512)"
71201,4539,"900 Locust St
Scranton 51462
(42.022413, -94.551577)"
71474,5079,"1608 4th Ave S
Denison 51442
(42.012395, -95.349198)"
71489,4149,"609 Arrowhead Dr
Denison 51442
(42.024358, -95.371931)"
71568,5203,"516, Highway 141
Coon Rapids 50058
(41.865892, -94.678289)"
71695,4577,"906, S Main St
Woodward 50276
(41.848949, -93.9222)"
71924,4621,"100, Main St
Maxwell 50161
(41.888013, -93.39968)"
71961,3606,"804 G Ave
Grundy Center 50638
(42.361514, -92.774215)"
72037,3591,"526 MAIN ST
Ackley 50601
(42.554158, -93.055225)"
72152,5055,"110, S Akir St
Latimer 50452
(42.763179, -93.368268)"
72158,4024,"840 S Oak
Iowa Falls 50126
(42.502975, -93.262437)"
72174,5325,"210 E. Maple St
Hubbard 50122
(42.305556, -93.298266)"
72738,4370,"530 North Ave
Norwalk 50211
(41.475381, -93.681862)"
72755,5229,"500, North Ave
Norwalk 50211
(41.47539, -93.682581)"
72772,4882,"209 E Main St
St Charles 50240
(41.288487, -93.803773)"
72957,5358,"101 E IA Hwy 92
Bevington 50033
(41.360431, -93.790419)"
73113,4266,"705 S Fremont
Shenandoah 51601
(40.760525, -95.385111)"
73169,5223,"721 Main St
Tabor 51653
(40.899269, -95.671321)"
73189,3880,"3804 Metro Dr
Council Bluffs 51503
(41.220324, -95.836926)"
73207,4042,"23226 Centre Dr
Glenwood 51534
(41.130204, -95.742414)"
73637,4253,"719 W Hwy 92
Winterset 50273
(41.344865, -94.022115)"
73859,3930,"106 W Mains St Po Box 142
St Lucas 52166
"
74240,4034,"123 N Lawler St
Postville 52162
(43.08605, -91.568372)"
74401,3648,"102 4th St North Box 434
Fairbank 50629
(42.639631, -92.047352)"
74584,4515,"2721 Dows Williams Rd
Dows 50071
(42.655628, -93.508976)"
74614,5289,"527 Park Ave
Story City 50248
(42.186722, -93.597789)"
74768,4414,"29356 298th St
Neola 51559
(41.438795, -95.612045)"
74788,5158,"1839, Madison Ave
Council Bluffs 51501
(41.241482, -95.821641)"
74827,4440,"154 Bennett Ave
Council Bluffs 51503
(41.252725, -95.820374)"
74840,4477,"1759 Madison Ave
Council Bluffs 51503
(41.2426, -95.824807)"
74920,4741,"535 E Broadway
Council Bluffs 51503
(41.2661, -95.839661)"
75018,4435,"2024 5th Ave
Council Bluffs 51501
(41.25712, -95.874965)"
75185,4866,"429 Veterans Memorial
Council Bluffs 51501
(41.219624, -95.851844)"
75361,5052,"302, SE 6th St
Greenfield 50849
(41.302742, -94.453263)"
75535,3698,"1300 50th St
West Des Moines 50266
(41.590889, -93.771159)"
75859,5119,"205 NW Elm St
Corwith 50430
(42.99274, -93.957384)"
76022,5310,"107 Hwy 18 W
Algona 50511
(43.082796, -94.238912)"
76117,4529,"101 1st St NE
Buffalo Center 50424
(43.385845, -93.945401)"
76207,5246,"1132 HWY 69 SOUTH
Forest City 50436
(43.24869, -93.637192)"
76566,4584,"611 Main St
Dumont 50602
(42.750551, -92.973022)"
76618,4754,"320 W Bremer Ave
Waverly 50677
(42.725721, -92.475049)"
76875,4945,"508, Main St
Osage 50461
(43.284116, -92.814028)"
77963,5020,"1118, Highway 30
Stanwood 52337
(41.888461, -91.148607)"
77990,4541,"502 Market
Delmar 52037
(42.003648, -90.606669)"
78222,5019,"802, S Riverview
Bellevue 52031
(42.252688, -90.420558)"
78239,4934,"605, 6th St S
Springville 52336
(42.051087, -91.443831)"
78295,4679,"5750 C Ave NE
Cedar Rapids 52402
(42.035993, -91.638516)"
78936,5295,"117 San Marnan Dr E
Waterloo 50702
(42.457847, -92.355754)"
79377,3587,"2122 Main St
Keokuk 52632
(40.409005, -91.397073)"
79973,5062,"111, Main St
Montrose 52639
(40.532149, -91.415097)"
80191,4859,"421 N Main St
Burlington 52601
(40.81107, -91.101108)"
81677,5070,"101 E 4th St
Wilton 52778
(41.58873, -91.016579)"
82060,2839,"1777 Division St
Davenport 52804
(41.537792, -90.601105)"
82230,5198,"826 E River Dr
Davenport 52803
(41.524891, -90.561794)"
82311,3882,"2805 Telegraph Rd
Davenport 52802
(41.519024, -90.621672)"
83249,4746,"1703 Park Ave
Muscatine 52761
(41.44464, -91.030382)"
83634,4970,"200, E 3rd St
West Liberty 52776
(41.569916, -91.261587)"
83757,5041,"106 N Front St
Montezuma 50171
(41.585453, -92.52723)"
83839,5075,"202, S Main St
New Sharon 50207
(41.468516, -92.651525)"
84331,5112,"315, S Main St
Inwood 51240
(43.306451, -96.431983)"
84793,4777,"315 E Grand Ave
Paullina 51046
(42.982804, -95.684749)"
84897,4880,"912 Main St
Anita 50020
(41.443573, -94.767868)"
85031,3465,"601 E Main
Panora 50216
(41.69182, -94.357184)"
85122,4418,"1709 Antique City Dr
Walnut 51577
(41.494138, -95.222087)"
85606,5164,"3434, Nebraska Ave
Council Bluffs 51501
(41.244572, -95.900555)"
85803,5114,"106, E Erie St
Missouri Valley 51555
(41.556431, -95.894321)"
85929,4560,"1006, Chatburn Ave
Harlan 51537
(41.645404, -95.322969)"
86033,2459,"200 State Po Box 98
Guthrie Center 50115
"
86847,4482,"2001 W 2nd Ave
Indianola 50125
(41.356153, -93.587628)"
88979,4663,"236 Peosta St
Peosta 52068
(42.443956, -90.850389)"
89179,4711,"2260 John F Kennedy Rd
Dubuque 52002
(42.511552, -90.720519)"
89641,4685,"2360 Central
Dubuque 52001
(42.515688, -90.67267)"
90389,5341,"235 Edgewood Rd NW
Cedar Rapids 52405
(41.974231, -91.715929)"
90928,5157,"208 Main St
Manson 50563
(42.517855, -94.534532)"
91012,4838,"102, W Veterans Dr
Ogden 50212
(42.03201, -94.028392)"
91181,4664,"1127 Story
Boone 50036
(42.067645, -93.880068)"
91223,5159,"730, High St
Rockwell City 50579
(42.39872, -94.638843)"
91842,5193,"404, Locust St
Lohrville 51453
(42.267449, -94.553651)"
92392,5270,"4901 86th St
Urbandale 50322
(41.649717, -93.736378)"
92547,4890,"4400 128th St
Urbandale 50323
(41.640368, -93.7945)"
92710,4669,"833, 42nd St
Des Moines 50312
(41.593431, -93.674384)"
92853,4929,"816 Greene St
Adel 50003
(41.614408, -94.018348)"
92910,4887,"5308 University Ave
West Des Moines 50266
(41.60046, -93.778685)"
93797,4759,"1850 Logan Ave
Waterloo 50703
(42.527132, -92.337563)"
93818,2836,"205 Franklin St
Waterloo 50703
(42.503373, -92.337304)"
93921,5294,"1976 Franklin St
Waterloo 50703
(42.495308, -92.314941)"
94301,4948,"102 W Hwy 30
Wheatland 52777
(41.829023, -90.841447)"
94830,4645,"1, Grove Rd
Eldridge 52748
(41.694958, -90.548678)"
94875,4912,"840, E Le Claire Rd
Eldridge 52748
(41.654692, -90.572547)"
95422,4507,"411 W 18th
Spencer 51301
(43.133766, -95.144116)"
95590,3891,"777 Main St
Emmetsburg 50536
(43.111987, -94.663246)"
95648,5021,"1001 Sanborn Ave
Okoboji 51355
(43.382148, -95.129128)"
96005,4854,"307, S 4th Ave
Armstrong 50514
(43.39274, -94.483108)"
96026,4274,"1701 Railroad St
Ruthven 51358
(43.130922, -94.897368)"
96238,5281,"115 22nd St N
Fort Dodge 50501
(42.507886, -94.168007)"
96377,5288,"1601 5th Ave
Fort Dodge 50501
(42.501112, -94.175805)"
96571,4775,"502, Main
Dakota City 50529
(42.721419, -94.200785)"
96829,5221,"214, W Jefferson St
Corydon 50060
(40.757173, -93.320052)"
96864,5217,"500 W Main St
Seymour 52590
(40.681485, -93.121487)"
97019,4232,"23828 Hwy J18
Moravia 52571
(40.892417, -92.834054)"
97282,5109,"1020 Gateway Dr
Carlisle 50047
(41.510651, -93.515395)"
98311,4695,"101 8th St SE
Altoona 50009
(41.644039, -93.464184)"
99609,4520,"902 N Hwy 69
Huxley 50124
(41.901604, -93.607648)"
99828,5262,"3232 Utica Ridge Rd.
Bettendorf 52722
(41.555181, -90.517654)"
101566,5344,"3731 Hamilton Blvd.
Sioux City 51104
(42.535068, -96.408467)"
101737,5076,"4200 S York St
Sioux City 51106
(42.434196, -96.371935)"
101772,5083,"1203, Tri View Ave
Sioux City 51104
(42.494221, -96.422893)"
101807,5188,"1005 Gordon Dr
Sioux City 51101
(42.489854, -96.397383)"
102148,5328,"122 Main St
Van Horne 52346
(42.008325, -92.091146)"
103204,5025,"1581 1st Ave SE
Cedar Rapids 52403
(41.98957, -91.649699)"
103333,4635,"1001 1st Ave SW
Cedar Rapids 52405
(41.972397, -91.684707)"
103445,5172,"2000 Willey Blvd SW
Cedar Rapids 52404
(41.959585, -91.725778)"
105905,4351,"2325 7th Ave North N
Clear Lake 50248
(43.145315, -93.359875)"
106767,4506,"403 Stephens St
Tiffin 52340
(41.707315, -91.660193)"
107101,4724,"1204 1st Ave East
Newton 50208
(41.699223, -93.038091)"
107191,5275,"1200 W 18th St S
Newton 50208
(41.688376, -93.076066)"
107883,4505,"6417 Northglen Dr
Johnston 50131
(41.687924, -93.706058)"
108262,5170,"911 3rd Ave SW
State Center 50247
(42.009066, -93.165186)"
108272,4338,"1659d Marshalltown Blvd
Melbourne 50162
(41.953701, -93.10031)"
108304,3656,"2135 SE Delaware Ave
Ankeny 50021
(41.708563, -93.581201)"
108309,5099,"3505 N Ankeny Blvd
Ankeny 50023
(41.76025, -93.600261)"
109294,3871,"1800 35th St
West Des Moines 50266
(41.598813, -93.751998)"
110732,4415,"420 Sherman St
Ackley 50601
(42.556727, -93.056656)"
111370,4544,"114 N Main St
Osceola 50213
(41.035778, -93.765678)"
111422,4782,"406 E Main St
Lamoni 50140
(40.62366, -93.92909)"
111783,4573,"1211 Washington St
Hamburg 51640
(40.60514, -95.654632)"
111854,4602,"58231 190th St
Pacific Junction 51561
(41.041672, -95.822968)"
112337,4786,"1021 N 1st St
Winterset 50273
(41.343626, -94.013479)"
112382,4590,"601, Main St
Cedar Falls 50613
(42.532963, -92.445512)"
113041,4938,"201 S Main St
Hazleton 50641
(42.615512, -91.905521)"
113659,4739,"301 W Bennett Ave
Council Bluffs 51503
(41.24476, -95.82819)"
114771,4797,"1330 E University Ave
Des Moines 50316
(41.600612, -93.601336)"
115275,5367,"215 W Main St.
Fredericksburg 50630
(42.965093, -92.202089)"
115503,3393,"111 W Main St.
Riceville 50466
(43.363838, -92.555178)"
115625,4533,"110 N Hwy 218
St Ansgar 50472
(43.378704, -92.917588)"
117238,5350,"680 Lindale Dr.
Marion 52302
(42.033579, -91.62158)"
117529,4991,"24687 Hwy 13 N
Elkader 52043
(42.864223, -91.387571)"
118223,4498,"644 220th St
Winthrop 50682
(42.468412, -91.741297)"
118508,4578,"201 S 4th St
Farmington 52626
(40.639743, -91.740069)"
118655,4692,"1215 Main St
Keokuk 52632
(40.401562, -91.389382)"
118764,5213,"2506, 280th St
Montrose 52639
(40.552204, -91.429681)"
118828,4689,"2639 Avenue L
Fort Madison 52627
(40.626968, -91.344306)"
118961,4857,"1108 W Agency Rd
West Burlington 52655
(40.811812, -91.169561)"
119367,4858,"4305 W Mt Pleasant
West Burlington 52655
(40.82658, -91.208325)"
119390,4983,"14562, Washington Rd
West Burlington 52655
(40.839421, -91.209197)"
119678,4699,"830 Middle Rd
Bettendorf 52722
(41.538451, -90.521768)"
119836,4747,"1805 Brady St
Davenport 52803
(41.537795, -90.57401)"
120351,4552,"222 W Front St
Buffalo 52728
"
120479,5336,"4804 S Highway 61
Muscatine 52761
"
120742,5259,"924 Locust St
Glenwood 51534
(41.038141, -95.746073)"
124025,4523,"312 W Washington St
Exira 50076
(41.591142, -94.879847)"
126130,4343,"4028 NE 14th St
Des Moines 50313
(41.633983, -93.600504)"
126981,4710,"55 John F Kennedy Rd
Dubuque 52002
(42.493379, -90.715703)"
127599,3872,"3500 Dodge St
Dubuque 52003
(42.491944, -90.720589)"
127763,5241,"1450, Loras Blvd
Dubuque 52001
(42.500735, -90.687211)"
128137,5006,"1210 E 16th St
Dubuque 52001
(42.511655, -90.65613)"
128277,4536,"2699 Rockdale
Dubuque 52003
(42.455291, -90.678229)"
128312,5183,"717 1st Ave
Cascade 52033
(42.301787, -91.005327)"
129532,4730,"6200 Merle Hay Rd
Johnston 50131
(41.673355, -93.697684)"
130051,4489,"641 Edgewood Rd NW
Cedar Rapids 52405
(41.979772, -91.715925)"
130245,5061,"560, 33rd Ave SW
Cedar Rapids 52404
(41.943129, -91.675611)"
130377,5304,"210, Hwy 20
Sac City 50583
(42.421748, -94.984616)"
130497,5120,"401, S 4th St
Mapleton 51034
(42.161847, -95.793241)"
130683,4982,"101 E Hwy 7
Alta 51002
(42.675619, -95.303731)"
130935,4210,"812 Flindt Dr
Storm Lake 50588
(42.645782, -95.189151)"
130957,4737,"800 Lake Ave
Storm Lake 50588
(42.647103, -95.200778)"
132306,5216,"6301, SE 116th St
Runnells 50237
(41.522454, -93.357883)"
132771,5233,"1006 W Pleasant St
Pleasantville 50225
(41.392695, -93.279175)"
133218,4706,"1905 N 2nd St
Clinton 52732
(41.866652, -90.182002)"
133396,5355,"26701 Scott Park Rd.
Eldridge 52748
"
133607,5278,"1001, Grand Ave
Spencer 51301
(43.147815, -95.145207)"
134666,3901,"2910 1 Ave S
Fort Dodge 50501
(42.505335, -94.157366)"
137037,5353,"977 198th Pl.
Pella 50219
(41.380956, -92.953649)"
137438,5273,"414 Clark Street
Pella 50219
(41.392871, -92.912281)"
140411,4454,"2026 Riverside Blvd
Sioux City 51109
(42.514909, -96.474591)"
140697,4968,"106, W 2nd St
Brooklyn 52211
(41.730092, -92.445819)"
141914,5064,"65, Williams Blvd
Fairfax 52228
(41.929214, -91.77891)"
143523,4119,"214 VIKING PLAZA DR
Cedar Falls 50613
(42.480862, -92.443134)"
144046,4513,"1100 S 3rd St
Polk City 50226
(41.764009, -93.717068)"
144115,2848,"104 E First St
Ankeny 50023
(41.7319, -93.59962)"
146338,4828,"916 E Main St
Marshalltown 50158
(42.049238, -92.896472)"
146362,4528,"111 N 3rd Ave
Marshalltown 50158
(42.051236, -92.908032)"
149356,4546,"705 Idaho St
Glidden 51443
(42.063817, -94.728981)"
150130,9001,"1441 Marak Rd NW
Swisher 52338
(41.832116, -91.677511)"
150139,9901,"1441 Marak Rd NW
Swisher 52338
(41.832116, -91.677511)"
150569,4944,"290, Hwy 28
Martensdale 50160
(41.373327, -93.737485)"
150598,4825,"100 W McLANE ST
Osceola 50213
(41.030592, -93.766642)"
150737,3582,"107 1st St E
Leon 50144
(40.739507, -93.746447)"
150988,5308,"4 4th Street SE
Hampton 50441
(42.741445, -93.202491)"
151439,4643,"2405, N Broadway St
Red Oak 51566
(41.027387, -95.232924)"
152519,5186,"102, E Bradford St
West Union 52175
(42.964212, -91.80721)"
153128,4656,"17005 Hwy 69
Ames 50010
(42.106452, -93.620453)"
153196,4015,"3015 Grand Ave
Ames 50010
(42.052321, -93.620682)"
153335,4785,"1019 N Chestnut St
Avoca 51521
(41.485575, -95.336353)"
154868,4571,"100, Cherry St
Allison 50602
(42.745202, -92.790457)"
155284,5366,"1908 Clark St
Charles City 50616
(43.059171, -92.661957)"
159253,4501,"1601 W Burlington Ave
Fairfield 52556
(41.006447, -91.981752)"
160663,4315,"301 North Marion Ave
Washington 52353
(41.301967, -91.692985)"
161006,4468,"802 Cypress St
Muscatine 52761
(41.431656, -91.041198)"
161512,4627,"807 1st St
Sully 50251
(41.581097, -92.844307)"
162711,4753,"110 S 5th St
Adair 50002
(41.013948, -93.300253)"
163375,5078,"2301 S 24th St
Council Bluffs 51501
(41.238825, -95.879363)"
163476,5291,"109, Locust St
Carter Lake 51510
(41.285058, -95.928952)"
168988,4792,"1100 Greene St
De Soto 50069
(42.066915, -93.8834)"
170133,3652,"604 W 2nd
Ida Grove 51445
(42.063517, -94.876368)"
170628,4610,"101 Hwy 7
Fonda 50540
(42.588969, -94.846456)"
172043,5218,"2130, Court Ave
Chariton 50049
(41.014576, -93.327017)"
172288,4811,"1807 Hwy 5 S
Lovilia 50150
(41.135611, -92.906673)"
172630,4325,"509 S 3rd Ave
Villisca 50864
(40.927076, -94.977264)"
173115,4707,"806 S 4th St
Clinton 52732
(41.837297, -90.193208)"
174894,5285,"411, 13th Street
Humboldt 50548
(42.726183, -94.226844)"
177802,5349,"990 Robins Square Dr.
Robins 52328
(42.068304, -91.653929)"
177817,5200,"3445, County Home Rd
Robins 52328
(42.093121, -91.698552)"
177848,4548,"401 Grant St
Walker 52352
(42.283922, -91.781945)"
178404,4915,"3902, State St
Bettendorf 52722
(41.530573, -90.478728)"
179097,4791,"4650 Morningside Ave
Sioux City 51106
(42.470416, -96.347085)"
180670,5197,"822 1st Ave
Coralville 52241
(41.681288, -91.565776)"
181319,5305,"3330, 16th Avenue
Cedar Rapids 52404
(41.963571, -91.715563)"
182331,5107,"7229 University Ave
Windsor Heights 50311
(41.600365, -93.717676)"
182916,9010,"6175 50th Ave
Norwalk 50211
(41.436471, -93.712268)"
188121,4653,"508 N Elm
Jefferson 50129
(42.02014, -94.377422)"
190371,5276,"616 Halland Ave
Stanton 51573
(40.986507, -95.099535)"
190580,4824,"301 W Taylor St
Creston 50801
(41.049199, -94.364142)"
192230,2845,"545 W Washington St
Council Bluffs 51503
(41.472971, -95.344358)"
192954,4796,"4555 Fleur Dr
Des Moines 50321
(41.542957, -93.644941)"
193539,5365,"402 N Main St
Clarksville 50619
(42.787434, -92.667833)"
194873,5369,"802 S Riverview St
Bellevue 52031
(42.252688, -90.420558)"
195428,4885,"18820, Bellevue Cascade Rd
Zwingle 52079
(42.240381, -90.676817)"
197240,4555,"201 Madison Ave
Donnellson 52625
(40.639013, -91.560169)"
197401,5046,"707, Palean St
Keokuk 52632
(40.393679, -91.391293)"
200178,4843,"2418, Stewart Rd
Muscatine 52761
(41.390874, -91.072687)"
202229,5232,"400 Market St
Audubon 50025
(41.720076, -94.934089)"
202993,5088,"107 IA HWY 60
Hospers 51238
"
203011,4985,"101 First St
Merrill 51038
(42.71706, -96.247914)"
204292,4714,"1000 N Jefferson St
Indianola 50125
"
205098,5242,"2303 Muscatine Ave
Iowa City 52240
(41.649545, -91.50163)"
206794,5234,"1072, Cedar Cross Rd
Dubuque 52003
(42.477806, -90.707394)"
210017,5312,"103 Hwy 31
Washta 51061
(42.58255, -95.712289)"
210389,4781,"2245, Us Hwy 71
Early 50535
(42.467201, -95.14799)"
212098,5265,"12633 Resort Drive
Moravia 52571
(40.87046, -92.918723)"
212504,5240,"615, S Downey St
West Branch 52358
(41.670876, -91.346618)"
218830,4750,"1525 E Kimberly
Davenport 52807
(41.556786, -90.552365)"
219151,5185,"205 2nd St
Coralville 52241
(41.669765, -91.567907)"
225173,4530,"1495 State St
Ely 52227
(41.872754, -91.587258)"
229808,9023,"314, Prairie View Dr.
Carroll 51401
(42.056362, -94.874691)"
230286,4537,"401 NW Church St
Leon 50144
(40.742125, -93.747901)"
230877,2673,"420 Court Ave
Des Moines 50309
(41.584857, -93.62239)"
231412,4779,"300, W South St
Mount Ayr 50854
(40.710908, -94.240402)"
237000,9912,"3100 SE Grimes Blvd. Suite 100
Grimes 50111
(41.657621, -93.774496)"
237546,5370,"300 East St
Arlington 50606
(42.745695, -91.666012)"
242257,5372,"10 3rd Street NW Ste B
Hartley 51346
(43.184821, -95.477367)"
242478,5331,"301 E Michigan Ave
George 51237
(43.343639, -95.998)"
244239,5191,"100, N 5th St
Guthrie Center 50115
(41.67748, -94.502323)"
249349,5235,"3105 Grand Prairie Pkwy
Waukee 50263
"
259108,5371,"3715 State St.
Bettendorf 52722
(41.529025, -90.481912)"
260373,4554,"1821 Hamilton Blvd
Sioux City 51103
(42.510269, -96.416824)"
260848,4846,"706, 10th St
Onawa 51040
(42.030357, -96.097205)"
278117,4933,"2107 Agency St
Burlington 52601
(40.814541, -91.129659)"
278209,5361,"624 Angular St.
Burlington 52601
(40.802397, -91.107638)"
283187,5161,"2200, River Road, Gift Shop
Council Bluffs 51501
(41.242217, -95.909503)"
287137,5201,"3340, Jfk Rd
Dubuque 52001
"
287854,5209,"3201, Central Ave
Dubuque 52001
(42.527726, -90.683052)"
287875,4996,"1215 E 16th St
Dubuque 52001
(42.511657, -90.656121)"
295057,4716,"800 Grand Ave
Spencer 51301
(43.146081, -95.144927)"
303106,4755,"1251 4th St SW
Mason City 50401
(43.148333, -93.220422)"
313230,4497,"1008, Grand
Alden 50006
(42.514223, -93.380237)"
318873,4992,"305 Us 34 Business
Danville 52623
(40.965097, -91.549759)"
323600,5056,"1305, N 25th St
Council Bluffs 51501
(41.273813, -95.881702)"
328141,4766,"2150 Twin Valley Dr
Dubuque 52003
(42.45985, -90.674424)"
343948,9919,"7500, University Ave
Clive 50325
(41.60039, -93.719833)"
354559,5035,"19900 Virginia Hills Rd
Council Bluffs 51503
(41.232118, -95.805617)"
359378,5373,"7 Goethe Street Ste. B
Guttenberg 52052
(42.782907, -91.095813)"
365649,5357,"632 8th St. SE
Orange City 51041
(42.997483, -96.051545)"
374796,5377,"627 High St.
Rockwell City 50579
(42.398728, -94.637172)"
377882,4499,"510 Okoboji Ave
Milford 51351
(43.320094, -95.149937)"
385034,5277,"2715, Iowa Ave
Onawa 51040
(42.026608, -96.126534)"
391455,5363,"2070 NW 100th St
Clive 50325
(41.612058, -93.755735)"
398325,5375,"1907 Army Post Rd
Des Moines 50315
(41.526539, -93.641742)"
402692,5368,"816 1st St. West
Independence 50644
(42.468618, -91.903626)"
407938,5376,"1001 Ave E
Hawarden 51023
(42.997038, -96.488094)"
422878,9925,"3701 Beaver Ave
Des Moines 50310
(41.628413, -93.677404)"
425786,9927,"209 East 3rd St
Templeton 51463
(42.251528, -94.87623)"
431506,5388,"811 Hwy 105
Northwood 50459
(43.444423, -93.357922)"
431586,5383,"101 8th St. N
Northwood 50459
(43.445493, -93.220903)"
435451,5385,"2704 Vine St.
West Des Moines 50265
(41.580248, -93.741609)"
436069,5384,"1308 1st Street
Perry 50220
(41.595366, -94.196008)"
439105,5394,"1807 Old Stage Rd.
Decorah 52101
(43.289285, -91.75422)"
439543,5387,"700 Superior Street
Webster City 50595
(42.468796, -93.815852)"
439765,5386,"200 S Commercial Ave
Eagle Grove 50533
(42.662672, -93.904488)"
441608,5393,"309 Main St.
Osage 50461
(43.28407, -92.817696)"
451913,5392,"1455 Grant Street South
Bondurant 50035
(41.688505, -93.463194)"
468637,5380,"2324 Transit Plaza
Sioux City 51106
(42.4763, -96.378624)"
473479,5391,"202 Hwy 18
ClearLake 50428
(43.143051, -93.388049)"
478471,5378,"201 S Main St.
Albion 50005
(42.109312, -92.990048)"
487033,5272,"1021, 2nd Avenue
Dyersville 52040
(42.482418, -91.112285)"
494448,5396,"301 E Trailridge Ave
Indianola 50125
"
505617,9928,"1077 Rockford Rd Bay #1
Cedar Rapids 52404
(41.965789, -91.687168)"
509888,5390,"800 Hamilton Blvd.
Sioux City 51104
(42.504429, -96.417338)"
536372,5405,"2600 Holiday Rd
Coralville 52241
(41.700517, -91.607452)"
537257,5402,"425 S Gilbert Street
Iowa City 52240
(41.656031, -91.530225)"
554715,5404,"220 N Augusta Ave
Oxford 52322
(41.724565, -91.790636)"
573762,5403,"1026 W River Drive
Davenport 52802
(41.520158, -90.588375)"
608575,5410,"318 E North St.
Truro 50257
(41.209914, -93.843364)"
616011,5381,"901 S Main St.
Monona 52159
"
628333,5409,"1995 SE University
Waukee 50263
(41.600414, -93.837201)"
634182,5401,"716 S 4th St.
Clinton 52732
(41.838281, -90.193204)"
644550,5399,"505 Hwy 65 S
Manly 50456
(43.283246, -93.210905)"
647425,5416,"114 N Center St.
Marshalltown 50158
(42.051619, -92.912975)"
649926,5411,"2810 Wills Ave
Perry 50220
(41.838488, -94.081127)"
664728,5413,"712 S Oak St
Inwood 51240
(43.30226, -96.430827)"
675269,4464,"5b Lincoln Ave
Eldridge 52748
(41.695329, -90.547796)"
685202,9910,"6175 50th Ave
Norwalk 50211
(41.436457, -93.712272)"
713173,5423,"615 2nd Ave
Sheldon 51201
(43.184614, -95.854743)"
731175,5398,"1203 N Walnut
Colfax 50054
(41.686707, -93.247274)"
738036,5425,"109 E 1st St. # B
Grimes 50111
(41.6884, -93.793812)"
741063,5389,"601 2nd Ave. S.W.
Cresco 52136
(43.371147, -92.125702)"
751349,5421,"618 Durant Street
Harlan 51537
(41.656803, -95.318597)"
752941,5382,"1419 1st Ave N
Altoona 50009
(41.663585, -93.464479)"
755277,5427,"1691 Asbury Rd
Dubuque 52001
(42.500817, -90.696908)"
758423,5256,"1304 Main St W
Sac City 50583
(42.422724, -94.999958)"
760119,5415,"1309 Lafayette St
Waterloo 50703
(42.49408, -92.327152)"
766944,5374,"1021 East Main Street
Ottumwa 52501
(41.010393, -92.400668)"
781664,5424,"19203 Bunge Ave
Council Bluffs 51503
"
782464,5426,"2728 Center St.
Cedar Falls 50613
(42.561054, -92.455972)"
810637,5429,"501 Front St.
Garwin 50632
(42.093367, -92.678458)"
820967,5430,"1345 2nd Street South
Webster City 50595
(42.469587, -93.837409)"
825886,5400,"703 South Rye Ave Ste A
Templeton 51463
"
828254,5422,"100 S. Front St.
Montezuma 50171
(41.585392, -92.52723)"
849783,5431,"346 Plymouth St SW
Le Mars 51031
(42.793075, -96.171858)"
851145,5420,"130 41st Ave. Dr. SW
Cedar Rapids 52404
(41.937617, -91.656312)"
