,Cost Total
136324,41.28
136325,41.28
136326,105.0
136327,105.0
136328,105.0
136329,105.0
136330,105.0
136331,105.0
136332,105.0
136333,105.0
136334,105.0
136335,105.0
136336,105.0
136337,210.0
136338,107.82
136339,111.0
136340,111.0
136341,111.0
136342,111.0
136343,111.0
136344,111.0
136345,107.82
136346,222.0
136347,222.0
136348,107.82
136349,222.0
136350,107.82
136351,111.0
136352,107.82
136353,111.0
136354,111.0
136355,111.0
136356,111.0
136357,111.0
136358,111.0
136359,54.52
136360,163.56
136361,54.52
136362,46.44
136363,151.2
136364,151.2
136365,46.68
136366,68.94
136367,49.199999999999996
136368,49.199999999999996
136369,52.980000000000004
136370,58.980000000000004
136371,58.08
136372,58.08
136373,52.980000000000004
136374,52.980000000000004
136375,70.08
136376,70.08
136377,30.0
136378,23.75
136379,46.56
136380,46.56
136381,5.82
136382,46.56
136383,46.56
136384,46.56
136385,46.56
136386,288.0
136387,288.0
136388,80.4
136389,40.6
136390,20.3
136391,60.900000000000006
136392,157.32
136393,47.28
136394,47.28
136395,47.28
136396,47.28
136397,83.88
136398,83.88
136399,83.88
136400,44.0
136401,48.96
136402,48.96
136403,48.96
136404,48.96
136405,114.0
136406,73.67999999999999
136407,73.67999999999999
136408,73.67999999999999
136409,73.67999999999999
136410,73.67999999999999
136411,118.08
136412,118.08
136413,118.08
136414,99.0
136415,111.0
136416,111.0
136417,111.0
136418,111.0
136419,222.0
136420,111.0
136421,107.82
136422,107.82
136423,107.82
136424,222.0
136425,111.0
136426,107.82
136427,111.0
136428,99.52
136429,24.88
136430,28.84
136431,23.88
136432,53.94
136433,108.0
136434,108.0
136435,108.0
136436,108.0
136437,103.19999999999999
136438,65.88
136439,65.88
136440,96.0
136441,240.0
136442,240.0
136443,240.0
136444,240.0
136445,43.5
136446,174.0
136447,50.0
136448,150.0
136449,90.0
136450,90.0
136451,125.88
136452,67.26
136453,67.26
136454,67.26
136455,51.96
136456,95.88
136457,44.64
136458,121.92
136459,23.88
136460,120.0
136461,26.5
136462,59.06
136463,132.5
136464,20.98
136465,10.49
136466,69.0
136467,66.12
136468,66.12
136469,66.12
136470,60.12
136471,32.44
136472,40.55
136473,32.44
136474,70.80000000000001
136475,70.80000000000001
136476,70.80000000000001
136477,70.80000000000001
136478,70.80000000000001
136479,70.80000000000001
136480,70.80000000000001
136481,70.80000000000001
136482,42.24
136483,43.2
136484,42.24
136485,43.2
136486,42.24
136487,42.24
136488,42.24
136489,78.0
136490,39.72
136491,39.72
136492,39.72
136493,40.8
136494,93.88
136495,67.67999999999999
136496,67.67999999999999
136497,67.67999999999999
136498,67.67999999999999
136499,67.67999999999999
136500,67.67999999999999
136501,67.67999999999999
136502,49.6
136503,49.6
136504,14.879999999999999
136505,49.6
136506,49.6
136507,19.84
136508,14.879999999999999
136509,14.879999999999999
136510,49.6
136511,162.48
136512,156.12
136513,122.88
136514,70.32000000000001
136515,70.32000000000001
136516,77.28
136517,70.32000000000001
136518,176.64000000000001
136519,36.800000000000004
136520,176.64000000000001
136521,78.0
136522,171.0
136523,174.0
136524,171.0
136525,174.0
136526,174.0
136527,174.0
136528,174.0
136529,42.96
136530,42.96
136531,42.96
136532,42.96
136533,82.80000000000001
136534,82.80000000000001
136535,82.80000000000001
136536,82.80000000000001
136537,82.80000000000001
136538,82.80000000000001
136539,82.80000000000001
136540,82.80000000000001
136541,75.48
136542,75.48
136543,75.48
136544,75.48
136545,75.48
136546,75.48
136547,212.52
136548,212.52
136549,81.6
136550,90.0
136551,96.0
136552,69.5
136553,99.96000000000001
136554,99.96000000000001
136555,87.96000000000001
136556,41.65
136557,18.14
136558,110.22
136559,110.22
136560,50.64
136561,120.0
136562,120.0
136563,120.0
136564,120.0
136565,120.0
136566,120.0
136567,240.0
136568,120.0
136569,120.0
136570,58.0
136571,23.88
136572,31.84
136573,31.84
136574,222.0
136575,20.0
136576,102.0
136577,102.0
136578,102.0
136579,102.0
136580,102.0
136581,99.24
136582,102.0
136583,99.24
136584,102.0
136585,43.68
136586,43.68
136587,90.36
136588,31.5
136589,25.2
136590,96.0
136591,72.0
136592,40.0
136593,20.0
136594,60.0
136595,40.0
136596,31.84
136597,58.980000000000004
136598,70.08
136599,17.73
136600,119.76
136601,119.76
136602,119.76
136603,119.76
136604,119.76
136605,119.76
136606,119.76
136607,240.0
136608,240.0
136609,240.0
136610,130.92000000000002
136611,44.76
136612,44.76
136613,44.76
136614,99.0
136615,43.86
136616,90.36
136617,88.92
136618,65.88
136619,156.24
136620,149.52
136621,156.24
136622,50.82000000000001
136623,31.84
136624,127.56
136625,127.56
136626,57.96
136627,78.0
136628,65.4
136629,65.4
136630,65.4
136631,82.80000000000001
136632,82.80000000000001
136633,82.80000000000001
136634,82.80000000000001
136635,31.84
136636,28.84
136637,183.0
136638,183.0
136639,46.16
136640,38.0
136641,38.0
136642,28.5
136643,157.32
136644,65.88
136645,194.16
136646,71.94
136647,24.990000000000002
136648,33.32
136649,51.96
136650,111.0
136651,111.0
136652,107.82
136653,111.0
136654,111.0
136655,111.0
136656,107.82
136657,111.0
136658,111.0
136659,71.88
136660,63.96
136661,63.96
136662,63.96
136663,63.96
136664,63.96
136665,62.96
136666,258.0
136667,70.80000000000001
136668,70.80000000000001
136669,70.80000000000001
136670,31.84
136671,154.14000000000001
136672,76.5
136673,121.68
136674,90.0
136675,90.0
136676,90.0
136677,25.0
136678,78.0
136679,246.0
136680,246.0
136681,246.0
136682,480.0
136683,738.0
136684,246.0
136685,480.0
136686,246.0
136687,132.0
136688,121.68
136689,121.68
136690,131.76
136691,131.76
136692,131.76
136693,131.76
136694,131.76
136695,131.76
136696,76.19999999999999
136697,76.19999999999999
136698,76.19999999999999
136699,76.19999999999999
136700,32.84
136701,78.0
136702,75.0
136703,78.0
136704,48.28
136705,31.84
136706,30.36
136707,102.0
136708,102.0
136709,102.0
136710,102.0
136711,336.0
136712,336.0
136713,336.0
136714,672.0
136715,336.0
136716,359.88
136717,34.08
136718,75.0
136719,78.0
136720,185.82
136721,31.75
136722,54.92
136723,30.76
136724,103.92
136725,120.0
136726,12.24
136727,21.42
136728,78.0
136729,78.0
136730,94.44
136731,120.0
136732,119.76
136733,119.76
136734,119.76
136735,168.0
136736,168.0
136737,84.0
136738,168.0
136739,168.0
136740,168.0
136741,168.0
136742,203.88
136743,73.80000000000001
136744,54.0
136745,115.68
136746,294.29999999999995
136747,196.2
136748,48.6
136749,90.0
136750,31.84
136751,44.64
136752,78.0
136753,99.96000000000001
136754,99.96000000000001
136755,63.78
136756,79.80000000000001
136757,39.96
136758,29.97
136759,46.2
136760,46.2
136761,46.2
136762,41.04
136763,107.52000000000001
136764,24.48
136765,44.64
136766,149.88
136767,25.86
136768,34.48
136769,42.51
136770,25.5
136771,102.0
136772,102.0
136773,74.28
136774,119.88
136775,29.97
136776,39.96
136777,29.97
136778,39.96
136779,63.599999999999994
136780,31.66
136781,28.5
136782,38.0
136783,71.16
136784,32.2
136785,25.6
136786,71.16
136787,17.79
136788,102.35999999999999
136789,83.03999999999999
136790,141.60000000000002
136791,76.74
136792,72.24
136793,34.74
136794,72.24
136795,24.08
136796,60.199999999999996
136797,24.0
136798,34.62
136799,48.28
136800,23.08
136801,26.4
136802,11.98
136803,26.4
136804,29.72
136805,89.16
136806,51.0
136807,30.0
136808,144.0
136809,30.0
136810,30.0
136811,18.0
136812,37.0
136813,37.0
136814,50.0
136815,37.5
136816,25.0
136817,79.56
136818,26.52
136819,13.26
136820,79.56
136821,19.89
136822,26.52
136823,13.26
136824,16.25
136825,16.25
136826,39.0
136827,19.5
136828,39.0
136829,39.0
136830,202.68
136831,19.59
136832,19.59
136833,12.28
136834,17.31
136835,11.54
136836,23.08
136837,108.47999999999999
136838,9.78
136839,13.04
136840,26.82
136841,17.88
136842,44.699999999999996
136843,26.82
136844,17.88
136845,16.48
136846,8.24
136847,49.44
136848,49.44
136849,8.24
136850,49.44
136851,9.86
136852,4.93
136853,19.72
136854,19.72
136855,6.83
136856,6.83
136857,12.6
136858,12.6
136859,18.75
136860,12.5
136861,15.4
136862,11.55
136863,15.4
136864,62.699999999999996
136865,62.699999999999996
136866,62.699999999999996
136867,62.699999999999996
136868,58.199999999999996
136869,31.349999999999998
136870,42.480000000000004
136871,10.5
136872,6.88
136873,145.44
136874,24.24
136875,15.84
136876,16.0
136877,16.0
136878,19.8
136879,11.879999999999999
136880,15.18
136881,44.0
136882,22.0
136883,55.0
136884,135.96
136885,23.3
136886,34.95
136887,46.6
136888,13.8
136889,13.8
136890,13.8
136891,8.6
136892,22.0
136893,207.0
136894,207.0
136895,22.04
136896,14.22
136897,73.44
136898,9.18
136899,12.24
136900,88.32000000000001
136901,18.400000000000002
136902,11.459999999999999
136903,37.28
136904,30.21
136905,58.32000000000001
136906,58.32000000000001
136907,58.32000000000001
136908,12.6
136909,13.0
136910,6.5
136911,13.0
136912,9.75
136913,39.0
136914,81.0
136915,18.16
136916,108.96000000000001
136917,27.240000000000002
136918,108.96000000000001
136919,23.759999999999998
136920,85.56
136921,42.78
136922,14.26
136923,60.0
136924,60.0
136925,60.0
136926,60.0
136927,29.86
136928,77.64999999999999
136929,39.8
136930,47.76
136931,23.88
136932,15.16
136933,6.78
136934,10.17
136935,7.94
136936,7.94
136937,35.94
136938,33.94
136939,35.94
136940,17.580000000000002
136941,12.66
136942,14.0
136943,35.0
136944,28.0
136945,102.0
136946,41.25
136947,34.0
136948,33.0
136949,20.1
136950,23.88
136951,63.0
136952,21.0
136953,21.0
136954,10.92
136955,15.299999999999999
136956,20.0
136957,97.92
136958,8.0
136959,44.76
136960,210.0
136961,16.85
136962,6.74
136963,27.6
136964,39.72
136965,6.62
136966,11.100000000000001
136967,8.58
136968,8.58
136969,8.58
136970,30.0
136971,19.54
136972,20.0
136973,15.84
136974,13.0
136975,18.75
136976,39.0
136977,20.759999999999998
136978,10.379999999999999
136979,40.2
136980,10.05
136981,16.75
136982,17.24
136983,17.24
136984,38.0
136985,149.76
136986,224.64000000000001
136987,74.88
136988,149.76
136989,74.88
136990,74.88
136991,149.76
136992,58.7
136993,26.0
136994,40.349999999999994
136995,37.76
136996,37.44
136997,28.08
136998,18.72
136999,25.56
137000,37.05
137001,26.0
137002,52.0
137003,39.0
137004,38.339999999999996
137005,27.18
137006,9.06
137007,24.0
137008,18.0
137009,18.509999999999998
137010,108.0
137011,36.0
137012,36.0
137013,25.47
137014,11.56
137015,21.0
137016,17.5
137017,81.6
137018,30.72
137019,82.15
137020,33.84
137021,20.4
137022,13.6
137023,57.96
137024,62.760000000000005
137025,26.150000000000002
137026,9.66
137027,62.760000000000005
137028,31.380000000000003
137029,14.76
137030,19.650000000000002
137031,36.9
137032,14.76
137033,39.300000000000004
137034,31.44
137035,20.5
137036,65.34
137037,30.42
137038,54.45
137039,40.62
137040,78.06
137041,52.04
137042,52.04
137043,52.04
137044,12.899999999999999
137045,23.0
137046,34.5
137047,23.64
137048,7.88
137049,11.82
137050,15.76
137051,11.55
137052,15.4
137053,46.2
137054,15.76
137055,47.28
137056,20.25
137057,18.68
137058,37.36
137059,16.4
137060,35.0
137061,168.0
137062,28.0
137063,42.800000000000004
137064,28.8
137065,45.2
137066,32.97
137067,32.97
137068,28.89
137069,95.67
137070,26.849999999999998
137071,35.8
137072,66.65
137073,15.16
137074,45.480000000000004
137075,14.54
137076,14.54
137077,21.81
137078,11.8
137079,30.0
137080,10.44
137081,17.4
137082,6.96
137083,43.54
137084,20.28
137085,20.5
137086,13.700000000000001
137087,33.52
137088,35.0
137089,210.0
137090,42.400000000000006
137091,67.84
137092,50.88
137093,29.94
137094,11.97
137095,15.96
137096,6.6000000000000005
137097,11.0
137098,9.48
137099,13.92
137100,10.44
137101,13.92
137102,13.92
137103,13.92
137104,33.06
137105,11.02
137106,11.02
137107,27.549999999999997
137108,21.75
137109,22.5
137110,34.4
137111,40.0
137112,30.0
137113,20.0
137114,40.0
137115,37.32
137116,25.0
137117,45.599999999999994
137118,45.599999999999994
137119,45.599999999999994
137120,45.599999999999994
137121,12.0
137122,16.0
137123,8.0
137124,8.0
137125,119.16
137126,14.0
137127,27.56
137128,42.0
137129,6.68
137130,35.0
137131,10.5
137132,53.760000000000005
137133,53.760000000000005
137134,107.52000000000001
137135,28.02
137136,18.68
137137,28.02
137138,20.91
137139,41.96
137140,66.0
137141,66.0
137142,66.0
137143,14.91
137144,41.66
137145,160.64
137146,41.66
137147,21.64
137148,20.97
137149,35.699999999999996
137150,20.97
137151,14.32
137152,11.100000000000001
137153,25.16
137154,14.98
137155,9.899999999999999
137156,39.599999999999994
137157,16.5
137158,39.599999999999994
137159,16.5
137160,13.0
137161,13.0
137162,12.14
137163,35.46
137164,15.0
137165,12.690000000000001
137166,16.92
137167,16.92
137168,12.690000000000001
137169,16.92
137170,16.92
137171,28.380000000000003
137172,18.5
137173,35.94
137174,37.0
137175,27.26
137176,36.0
137177,23.22
137178,13.350000000000001
137179,151.2
137180,70.02
137181,20.5
137182,12.299999999999999
137183,29.490000000000002
137184,29.04
137185,12.120000000000001
137186,33.4
137187,52.83
137188,18.12
137189,18.12
137190,28.34
137191,15.0
137192,22.5
137193,6.7
137194,10.05
137195,40.6
137196,7.88
137197,15.76
137198,18.0
137199,12.0
137200,12.6
137201,12.1
137202,13.98
137203,12.24
137204,20.4
137205,19.0
137206,19.0
137207,147.35999999999999
137208,147.35999999999999
137209,147.35999999999999
137210,73.67999999999999
137211,147.35999999999999
137212,73.67999999999999
137213,73.67999999999999
137214,12.84
137215,14.98
137216,14.76
137217,37.0
137218,35.94
137219,24.88
137220,15.18
137221,15.92
137222,14.42
137223,103.19999999999999
137224,103.19999999999999
137225,192.0
137226,20.0
137227,24.0
137228,8.0
137229,8.0
137230,4.64
137231,55.67999999999999
137232,22.5
137233,22.5
137234,17.32
137235,8.66
137236,12.99
137237,12.6
137238,27.69
137239,17.18
137240,21.63
137241,7.64
137242,15.28
137243,88.59
137244,49.019999999999996
137245,40.85
137246,19.11
137247,31.85
137248,12.74
137249,22.0
137250,44.349999999999994
137251,5.13
137252,22.04
137253,17.73
137254,11.8
137255,11.8
137256,5.9
137257,34.0
137258,33.0
137259,42.24
137260,43.2
137261,10.56
137262,84.48
137263,126.72
137264,42.24
137265,24.88
137266,26.0
137267,16.55
137268,16.55
137269,28.2
137270,40.2
137271,26.8
137272,28.5
137273,11.4
137274,49.6
137275,49.6
137276,49.6
137277,49.6
137278,14.48
137279,21.72
137280,14.48
137281,27.08
137282,15.92
137283,15.92
137284,47.76
137285,23.88
137286,7.96
137287,47.76
137288,11.94
137289,23.44
137290,8.790000000000001
137291,11.72
137292,44.160000000000004
137293,29.44
137294,58.88
137295,29.0
137296,42.96
137297,20.700000000000003
137298,20.700000000000003
137299,13.8
137300,12.58
137301,16.68
137302,16.04
137303,12.03
137304,16.04
137305,16.04
137306,16.04
137307,34.0
137308,15.0
137309,16.66
137310,22.0
137311,21.76
137312,13.74
137313,13.74
137314,40.0
137315,21.63
137316,25.5
137317,16.54
137318,23.88
137319,7.28
137320,10.92
137321,37.65
137322,12.6
137323,18.9
137324,47.2
137325,48.0
137326,80.0
137327,20.0
137328,95.52
137329,23.36
137330,59.88
137331,29.94
137332,18.16
137333,13.620000000000001
137334,24.0
137335,11.01
137336,7.34
137337,14.68
137338,32.730000000000004
137339,134.28
137340,44.76
137341,44.76
137342,33.0
137343,72.48
137344,15.06
137345,22.59
137346,42.05
137347,22.23
137348,23.61
137349,26.66
137350,149.52
137351,52.08
137352,156.24
137353,65.1
137354,23.88
137355,14.42
137356,44.97
137357,44.97
137358,31.89
137359,12.6
137360,19.32
137361,17.32
137362,20.700000000000003
137363,27.6
137364,13.8
137365,32.66
137366,28.66
137367,65.32
137368,28.5
137369,19.0
137370,19.0
137371,26.22
137372,78.66
137373,25.22
137374,14.850000000000001
137375,59.400000000000006
137376,27.200000000000003
137377,25.5
137378,22.200000000000003
137379,23.98
137380,23.98
137381,17.32
137382,51.96
137383,42.64
137384,63.96
137385,63.96
137386,31.98
137387,27.76
137388,13.88
137389,27.76
137390,30.0
137391,86.0
137392,107.5
137393,11.8
137394,18.86
137395,41.0
137396,21.78
137397,32.86
137398,19.5
137399,41.0
137400,82.0
137401,20.5
137402,21.96
137403,263.52
137404,8.84
137405,17.68
137406,8.84
137407,8.84
137408,10.11
137409,25.4
137410,19.049999999999997
137411,42.5
137412,25.0
137413,13.0
137414,31.5
137415,15.39
137416,34.0
137417,17.44
137418,17.44
137419,17.6
137420,13.080000000000002
137421,17.44
137422,22.0
137423,8.52
137424,26.0
137425,37.32
137426,49.08
137427,16.66
137428,15.66
137429,11.82
137430,7.88
137431,11.82
137432,34.64
137433,103.92
137434,34.64
137435,103.92
137436,30.0
137437,30.0
137438,40.0
137439,20.0
137440,50.0
137441,120.0
137442,18.75
137443,26.0
137444,31.099999999999998
137445,37.5
137446,17.32
137447,34.0
137448,34.0
137449,50.97
137450,7.48
137451,24.0
137452,19.42
137453,9.75
137454,6.5
137455,48.66
137456,11.25
137457,15.0
137458,28.92
137459,20.1
137460,20.1
137461,20.76
137462,22.6
137463,50.48
137464,12.6
137465,23.88
137466,12.44
137467,16.66
137468,14.98
137469,49.96
137470,15.4
137471,15.4
137472,46.2
137473,15.4
137474,34.5
137475,29.61
137476,12.86
137477,12.86
137478,14.42
137479,23.88
137480,32.730000000000004
137481,17.9
137482,44.75
137483,35.8
137484,17.9
137485,23.88
137486,19.0
137487,38.0
137488,20.28
137489,10.66
137490,17.0
137491,25.5
137492,7.64
137493,11.459999999999999
137494,24.35
137495,29.78
137496,29.78
137497,16.5
137498,19.3
137499,19.5
137500,49.52
137501,19.98
137502,8.64
137503,12.96
137504,12.6
137505,13.6
137506,19.98
137507,9.99
137508,26.5
137509,26.5
137510,31.66
137511,29.28
137512,58.56
137513,29.28
137514,19.0
137515,24.35
137516,17.32
137517,17.32
137518,15.75
137519,22.0
137520,14.98
137521,19.74
137522,29.28
137523,63.989999999999995
137524,34.74
137525,24.08
137526,138.96
137527,12.04
137528,24.08
137529,23.16
137530,36.12
137531,11.58
137532,24.08
137533,36.12
137534,23.16
137535,11.58
137536,36.12
137537,138.96
137538,24.08
137539,12.04
137540,46.32
137541,23.16
137542,14.67
137543,12.0
137544,12.0
137545,12.0
137546,12.0
137547,11.5
137548,12.0
137549,12.0
137550,11.62
137551,23.08
137552,11.54
137553,11.54
137554,23.08
137555,23.08
137556,11.54
137557,6.6
137558,6.6
137559,6.6
137560,6.6
137561,6.6
137562,13.2
137563,6.6
137564,29.72
137565,59.44
137566,29.72
137567,29.72
137568,29.72
137569,144.0
137570,144.0
137571,144.0
137572,12.5
137573,25.0
137574,17.46
137575,35.52
137576,17.76
137577,17.46
137578,17.76
137579,17.76
137580,17.76
137581,17.76
137582,17.76
137583,17.76
137584,17.76
137585,17.76
137586,35.52
137587,35.52
137588,17.76
137589,64.56
137590,11.26
137591,11.26
137592,11.26
137593,78.36
137594,78.36
137595,78.36
137596,73.67999999999999
137597,78.36
137598,24.0
137599,10.01
137600,8.51
137601,20.02
137602,18.52
137603,11.54
137604,11.54
137605,5.77
137606,11.54
137607,5.77
137608,76.56
137609,108.47999999999999
137610,108.47999999999999
137611,542.4
137612,108.47999999999999
137613,542.4
137614,108.47999999999999
137615,108.47999999999999
137616,63.0
137617,108.47999999999999
137618,108.47999999999999
137619,108.47999999999999
137620,108.47999999999999
137621,108.47999999999999
137622,63.0
137623,108.47999999999999
137624,108.47999999999999
137625,63.0
137626,108.47999999999999
137627,108.47999999999999
137628,108.47999999999999
137629,542.4
137630,108.47999999999999
137631,108.47999999999999
137632,108.47999999999999
137633,542.4
137634,108.47999999999999
137635,108.47999999999999
137636,108.47999999999999
137637,8.94
137638,8.94
137639,8.94
137640,17.88
137641,214.56
137642,8.94
137643,13.41
137644,49.44
137645,49.44
137646,49.44
137647,49.44
137648,49.44
137649,49.44
137650,73.19999999999999
137651,73.19999999999999
137652,73.19999999999999
137653,73.19999999999999
137654,13.66
137655,6.83
137656,6.83
137657,58.199999999999996
137658,42.480000000000004
137659,42.480000000000004
137660,7.53
137661,47.519999999999996
137662,47.519999999999996
137663,47.519999999999996
137664,47.519999999999996
137665,47.519999999999996
137666,47.519999999999996
137667,47.519999999999996
137668,47.519999999999996
137669,8.5
137670,17.0
137671,207.0
137672,32.94
137673,16.47
137674,16.47
137675,16.47
137676,4.74
137677,4.74
137678,73.44
137679,44.160000000000004
137680,44.160000000000004
137681,44.160000000000004
137682,30.21
137683,18.64
137684,58.32000000000001
137685,58.32000000000001
137686,39.0
137687,39.0
137688,26.08
137689,52.16
137690,27.0
137691,54.0
137692,27.0
137693,52.16
137694,52.16
137695,27.0
137696,54.0
137697,54.0
137698,52.16
137699,26.08
137700,52.16
137701,9.08
137702,13.620000000000001
137703,9.08
137704,9.08
137705,13.620000000000001
137706,13.620000000000001
137707,9.08
137708,7.92
137709,7.92
137710,7.92
137711,7.92
137712,7.92
137713,7.92
137714,7.92
137715,7.92
137716,42.78
137717,42.78
137718,42.78
137719,42.78
137720,42.78
137721,42.78
137722,42.78
137723,42.78
137724,60.0
137725,60.0
137726,10.0
137727,10.0
137728,10.0
137729,20.0
137730,10.0
137731,91.08
137732,86.52
137733,95.52
137734,7.96
137735,95.52
137736,95.52
137737,95.52
137738,15.16
137739,45.480000000000004
137740,203.64
137741,70.32000000000001
137742,70.32000000000001
137743,5.86
137744,99.0
137745,102.0
137746,102.0
137747,102.0
137748,102.0
137749,41.22
137750,41.22
137751,103.92
137752,103.92
137753,8.66
137754,103.92
137755,103.92
137756,25.98
137757,17.32
137758,16.4
137759,8.2
137760,7.7
137761,8.2
137762,5.91
137763,5.91
137764,5.91
137765,5.91
137766,5.91
137767,17.73
137768,5.91
137769,5.46
137770,4.6
137771,96.0
137772,97.92
137773,105.0
137774,101.94
137775,17.5
137776,35.0
137777,17.5
137778,20.700000000000003
137779,20.32
137780,20.32
137781,11.16
137782,39.72
137783,39.72
137784,5.28
137785,19.5
137786,6.5
137787,13.0
137788,18.66
137789,6.5
137790,12.5
137791,18.75
137792,12.5
137793,24.88
137794,18.75
137795,8.62
137796,8.62
137797,8.62
137798,8.62
137799,8.62
137800,8.62
137801,8.62
137802,74.88
137803,74.88
137804,74.88
137805,74.88
137806,74.88
137807,74.88
137808,74.88
137809,74.88
137810,13.0
137811,32.5
137812,13.0
137813,11.74
137814,11.74
137815,13.33
137816,24.66
137817,25.259999999999998
137818,28.32
137819,37.76
137820,18.88
137821,9.44
137822,37.76
137823,9.36
137824,9.36
137825,37.44
137826,9.36
137827,9.36
137828,18.72
137829,9.36
137830,9.36
137831,48.0
137832,6.9
137833,6.9
137834,6.9
137835,7.0
137836,6.9
137837,25.0
137838,13.0
137839,13.0
137840,6.17
137841,108.0
137842,108.0
137843,107.52000000000001
137844,108.0
137845,108.0
137846,108.0
137847,108.0
137848,108.0
137849,16.98
137850,8.49
137851,39.0
137852,39.0
137853,39.0
137854,39.0
137855,39.0
137856,39.0
137857,39.0
137858,39.0
137859,39.0
137860,39.0
137861,39.0
137862,39.0
137863,39.0
137864,39.0
137865,39.0
137866,39.0
137867,39.0
137868,69.36
137869,5.78
137870,8.67
137871,69.36
137872,11.56
137873,69.36
137874,15.92
137875,7.96
137876,14.42
137877,14.42
137878,122.88
137879,20.98
137880,125.88
137881,10.49
137882,122.88
137883,125.88
137884,125.88
137885,16.92
137886,33.84
137887,10.2
137888,18.88
137889,19.88
137890,19.88
137891,19.88
137892,62.760000000000005
137893,62.760000000000005
137894,188.64000000000001
137895,188.64000000000001
137896,177.12
137897,23.1
137898,33.0
137899,20.28
137900,21.78
137901,21.78
137902,21.78
137903,10.25
137904,22.0
137905,22.0
137906,33.0
137907,21.78
137908,39.03
137909,27.08
137910,13.54
137911,40.62
137912,26.02
137913,52.04
137914,26.02
137915,8.6
137916,103.19999999999999
137917,8.6
137918,8.6
137919,8.6
137920,23.0
137921,11.5
137922,11.5
137923,11.5
137924,23.0
137925,11.5
137926,11.5
137927,11.5
137928,23.0
137929,34.5
137930,23.0
137931,23.0
137932,23.0
137933,11.5
137934,11.5
137935,46.0
137936,11.5
137937,23.0
137938,13.5
137939,8.2
137940,21.0
137941,10.41
137942,10.41
137943,10.5
137944,13.88
137945,10.5
137946,14.0
137947,10.41
137948,17.5
137949,12.84
137950,17.12
137951,8.56
137952,12.5
137953,7.5
137954,7.5
137955,7.5
137956,15.0
137957,15.0
137958,7.5
137959,7.5
137960,41.519999999999996
137961,41.519999999999996
137962,41.519999999999996
137963,5.44
137964,10.63
137965,21.26
137966,10.63
137967,10.63
137968,21.26
137969,6.8100000000000005
137970,14.0
137971,13.33
137972,26.66
137973,14.0
137974,39.99
137975,42.0
137976,28.0
137977,28.0
137978,45.480000000000004
137979,45.480000000000004
137980,45.480000000000004
137981,45.480000000000004
137982,45.480000000000004
137983,15.0
137984,15.0
137985,15.0
137986,21.77
137987,5.48
137988,8.22
137989,5.48
137990,8.22
137991,210.0
137992,101.76
137993,101.76
137994,95.76
137995,95.76
137996,95.76
137997,52.800000000000004
137998,9.48
137999,4.74
138000,4.74
138001,41.76
138002,87.0
138003,13.98
138004,14.0
138005,80.88
138006,41.94
138007,83.88
138008,87.0
138009,87.0
138010,11.02
138011,11.02
138012,11.02
138013,66.12
138014,8.6
138015,17.2
138016,103.19999999999999
138017,12.899999999999999
138018,20.0
138019,30.0
138020,20.0
138021,20.0
138022,30.0
138023,133.92000000000002
138024,33.480000000000004
138025,11.16
138026,20.32
138027,133.92000000000002
138028,133.92000000000002
138029,121.92
138030,22.32
138031,30.48
138032,45.599999999999994
138033,45.599999999999994
138034,45.599999999999994
138035,6.98
138036,9.93
138037,9.93
138038,19.86
138039,15.94
138040,13.94
138041,6.97
138042,6.97
138043,23.91
138044,7.97
138045,13.78
138046,13.78
138047,14.0
138048,13.78
138049,13.78
138050,84.0
138051,53.760000000000005
138052,53.760000000000005
138053,53.760000000000005
138054,53.760000000000005
138055,54.239999999999995
138056,53.760000000000005
138057,53.760000000000005
138058,54.239999999999995
138059,4.67
138060,9.34
138061,9.34
138062,4.67
138063,9.34
138064,4.67
138065,14.94
138066,14.94
138067,14.94
138068,14.94
138069,7.47
138070,22.41
138071,22.41
138072,7.47
138073,7.47
138074,14.94
138075,14.94
138076,14.94
138077,7.47
138078,7.47
138079,14.94
138080,14.94
138081,14.94
138082,14.94
138083,14.94
138084,5.5
138085,5.5
138086,5.5
138087,5.5
138088,5.5
138089,5.5
138090,11.0
138091,20.83
138092,20.08
138093,20.08
138094,20.83
138095,20.32
138096,11.16
138097,10.82
138098,10.82
138099,28.34
138100,28.34
138101,28.34
138102,28.34
138103,14.69
138104,29.38
138105,28.34
138106,83.88
138107,83.88
138108,83.88
138109,83.88
138110,83.88
138111,83.88
138112,83.88
138113,42.96
138114,6.25
138115,6.5
138116,18.75
138117,6.5
138118,48.480000000000004
138119,9.5
138120,9.5
138121,8.5
138122,90.0
138123,8.67
138124,17.34
138125,8.67
138126,8.67
138127,210.0
138128,37.0
138129,107.82
138130,145.44
138131,24.24
138132,151.2
138133,24.24
138134,151.2
138135,9.83
138136,9.06
138137,9.06
138138,9.06
138139,19.0
138140,13.59
138141,13.59
138142,18.12
138143,108.72
138144,22.650000000000002
138145,18.12
138146,46.56
138147,36.13
138148,36.0
138149,6.99
138150,6.63
138151,6.63
138152,73.67999999999999
138153,73.67999999999999
138154,73.67999999999999
138155,73.67999999999999
138156,118.08
138157,118.08
138158,118.08
138159,18.5
138160,18.5
138161,17.97
138162,12.44
138163,12.44
138164,22.32
138165,108.0
138166,108.0
138167,108.0
138168,103.19999999999999
138169,103.19999999999999
138170,96.0
138171,240.0
138172,25.0
138173,21.0
138174,21.0
